,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10,cluster
744,Data的 Business Intelligence Consultant,Informatica PowerCenterMicrosoft Power BIData AnalysisPL/SQLJavaProject Engineering,"['• Informatica Powercenter Consultant', '', ""- Managing VWFS's decision-making system"", '- Development of mappings/workflows under Informatica Powercenter.', '- Preparation of SQL scripts (table creation scripts, queries to check the correct calculation of KPIs).', '', '• Technical environment: Oracle, Informatica PowerCenter, SAP BO, Jira, CyberArk, Oracle SQL Developer, GitLab']",• Informatica Powercenter Consultant,unknown,- Managing VWFS's decision-making system,- Development of mappings/workflows under Informatica Powercenter.,"- Preparation of SQL scripts (table creation scripts, queries to check the correct calculation of KPIs).",unknown,"• Technical environment: Oracle, Informatica PowerCenter, SAP BO, Jira, CyberArk, Oracle SQL Developer, GitLab",unknown,unknown,unknown,2.0
745,Co-founder & CEO,ScrumOracle SQL DeveloperDatabase designApache KafkaSQLSQL Server Management Studio,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
746,Data Analyst,Project managementSoftware developmentWeb developmentProgrammingJavaHTML5,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1.0
747,SAP Bases Consultant,Data Analysis Expressions (DAX)Automatic learningRProgrammingTalking in publicNeurolinguistic programming (NLP),['Study and configuration of MDM interfaces with SAP'],Study and configuration of MDM interfaces with SAP,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
748,Data Engineer,Apache SparkScalaJiraTalendLearning by strengtheningSQL Server Integration Services (SSIS),"['Design Dashboards, developer, test, implementation of data ingestion, transformation, and extraction to and from Big Data/cloud Platforms.']","Design Dashboards, developer, test, implementation of data ingestion, transformation, and extraction to and from Big Data/cloud Platforms.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1.0
749,Business Intelligence Analyst,LeadershipSocial networksphpJavaFXJ2EE Web ServicesMarketing,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
750,Business intelligence analytics,"SQLDecision-making informaticsSQL Server Reporting Services (SSRS)Microsoft ExcelInformation technologyExtract, Transform, Load (ETL)","['- Collection and extraction of data sources.', '- Processing, operation and integration of data into a data warehouse.', '- Creation of dashboards, implementation of KPIs and reporting of performance to give a coherent vision of results to managers.']",- Collection and extraction of data sources.,"- Processing, operation and integration of data into a data warehouse.","- Creation of dashboards, implementation of KPIs and reporting of performance to give a coherent vision of results to managers.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
751,Engineer BI,Decision-making informaticsEnglishLeadershipMachine LearningScrumProject management,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
752,Data & Analytics consultant,Machine LearningK-Nearest Neighbors (KNN)SQLTalendDAXPython (Programming Language),['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1.0
753,Consultant Business Intelligence,Big DataData analysispythonAgile methodsShell ScriptScrum,"['Consultant Business intelligence ', 'Qlik Sense, Qlik View, MSBI, Talend']",Consultant Business intelligence ,"Qlik Sense, Qlik View, MSBI, Talend",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
754,Business Intelligence Engineer,Data AnalyticsGamingpythonMicrosoft Power BIMicrosoft ExcelGoogle Analytics,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
755,Business Intelligence Consultant,Node.jsSpring Boot.NET FrameworkProject managementMicrosoft Power BISoftware development,"['Help clients to exploit their data and analyse their business for better decision-making through:', ' * Participation in the feeding phase.', ' * Participation in the modelling and storage phase.', ' *Participation in the visualization phase']",Help clients to exploit their data and analyse their business for better decision-making through:, * Participation in the feeding phase., * Participation in the modelling and storage phase., *Participation in the visualization phase,unknown,unknown,unknown,unknown,unknown,unknown,2.0
756,Business Intelligence Internal,Microsoft Power BITalend.NET CoreSymfony FrameworkSpring BootR,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
757,Business Intelligence Consultant,EngineeringProject ManagementEnglishResearchStrategyAnalytical Skills,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
758,Business Intelligence Consultant,Business IntelligenceUMLWeb DevelopmentData MiningJavaR,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
759,Developer front-end,AngularJSLaravelJavaScriptEnglishProject managementEngineering,['Skills: Laravel · JavaScript'],Skills: Laravel · JavaScript,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
760,Consultant Business intelligence,SSISSSRSData WarehouseData MiningJavaMicrosoft SQL Server,"['Setting up a Datawarehouse:', '• Preparation of technical and functional documentation.', '• Modelling and mapping data from different sources to ODS and DWH databases.', '• Development of SSIS packages to load databases (initial and incremental).', '• Planning of loading jobs.', '• Optimization of SQL queries.', '• Creating relationships with Power BI', 'Technology:', '- Microsoft BI (SSIS), SQL Server, Erwin, Power BI.']",Setting up a Datawarehouse:,• Preparation of technical and functional documentation.,• Modelling and mapping data from different sources to ODS and DWH databases.,• Development of SSIS packages to load databases (initial and incremental).,• Planning of loading jobs.,• Optimization of SQL queries.,• Creating relationships with Power BI,Technology:,"- Microsoft BI (SSIS), SQL Server, Erwin, Power BI.",unknown,2.0
761,Senior Graphic Designer,After EffectsMicrosoft Power BIPythonMERN StackBusiness AnalysisMarket Research,['Skills: After Effects · User Experience (UX) · Adobe Photoshop · Adobe Illustrator · Figma (Software)'],Skills: After Effects · User Experience (UX) · Adobe Photoshop · Adobe Illustrator · Figma (Software),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
762,Data analytics internal,SQL Server Management StudioData analysisJasperReportsData explorationAngularJSR,"['Setting up a decision platform for a wimbee client using JasperReports', 'Keywords : SSMS, Talend, jaspersoft studio ']",Setting up a decision platform for a wimbee client using JasperReports,"Keywords : SSMS, Talend, jaspersoft studio ",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1.0
763,Founder and Communication Manager,Graphic DesignPython (Programming Language)Natural Language Processing (NLP)Computer VisionPyTorchPython,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
764,Business Intelligence Engineer,SAP Analytics CloudSAP BWSAP BISymfony FrameworkCascading Style Sheets (CSS)oracle apex,['Skills: SAP Analytics Cloud · SAP BW · SAP BI'],Skills: SAP Analytics Cloud · SAP BW · SAP BI,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
765,Business Intelligence Internal,Customer Relationship Management (CRM)Digital TransformationBusiness Intelligence (BI)Microsoft Dynamics AXBusiness AnalysisHTML,['Skills: Business Intelligence (BI) · Microsoft Dynamics AX · SQL'],Skills: Business Intelligence (BI) · Microsoft Dynamics AX · SQL,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
766,Data Analyst,Big Data AnalyticsData AnalysisData MiningHTMLCascading Style Sheets (CSS)JavaScript,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1.0
767,Business Intelligence Developer,Microsoft Power BIPython (programming language)R (programming language)Spring Boot.NET frameworkProject management,"['Development of a BI solution to help detect fraud in health insurance using power bi for reporting and data analysis.', 'this solution based on 3 steps:', '1/Data prepertion: data clearing with Python and R', '2/Elaborate the modelling phase', '3/Creating a predictive model']",Development of a BI solution to help detect fraud in health insurance using power bi for reporting and data analysis.,this solution based on 3 steps:,1/Data prepertion: data clearing with Python and R,2/Elaborate the modelling phase,3/Creating a predictive model,unknown,unknown,unknown,unknown,unknown,2.0
768,Business Intelligence Internal,MongoDBDAXData AnalysisETL ToolsData MiningMicrosoft SQL Server,['Collateral management and analysis'],Collateral management and analysis,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
769,Business Intelligence Internal,"Microsoft Power BISQL Server Management StudioMicrosoft SQL ServerExtract, Transform, Load (ETL)SQLPython (programming language)",['Skills: Microsoft Power BI · SQL Server Management Studio · Microsoft SQL Server · SQL'],Skills: Microsoft Power BI · SQL Server Management Studio · Microsoft SQL Server · SQL,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
770,Business Intelligence Developer,"Extract, Transform, Load (ETL)SQLMicrosoft Power QuerypowerbiOracle SQL DeveloperMicrosoft SQL Server",['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
771,web3 developer,PHPHTML5JavaScriptHTMLNode.jsLaravel,"[""I'm currently a we3 developer at Lightency.""]",I'm currently a we3 developer at Lightency.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
772,Business Intelligence Internal,Microsoft Power BITalendRPythonMicrosoft ExcelDecision-making informatics,['Skills: Microsoft Power BI · Talend · R · Microsoft Excel'],Skills: Microsoft Power BI · Talend · R · Microsoft Excel,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
773,Student engineer,C++EngineeringProject managementHTML5CssJavaScript,['Skills: Databases'],Skills: Databases,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
774,Consultant Business Intelligence,Data analysisBig Data AnalysisMicrosoft BI SuiteSQL NoMongoDBTalend,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
775,Data Analyst,JIRATeamworkTableMySQLPawer biMicrosoft SQL Server,['Skills: JIRA · Teamwork · Tableau · MySQL · Microsoft Excel'],Skills: JIRA · Teamwork · Tableau · MySQL · Microsoft Excel,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1.0
776,Intern Data Analyst,SQL Server Integration Services (SSIS)SQL Server Analysis Services (SSAS)SQL Server Reporting Services (SSRS)SQL Server Management StudioMicrosoft SQL ServerMicrosoft Power BI,"['creation of a decision-making solution to analyze workload and capacity in order to estimate the number of hires in the next 5 years for all departments of the Airbus helicopter client.', '-Updating the Macro (VBA) of the various Excel files', '-Extraction, transformation and download of data', '-Deployment of OLAP cubes', '-Implementing dynamic decision-making relationships ', 'Environment: Visual Basic for Applications (VBA), Excel, SAP PCB', '', 'Implementation of a form for applications for the export control of Airbus helicopter, extraction of data and development of a dashboard in order to have a comprehensive and profound view of the analyses of the applications, their follow-up and their progress. ', '-Implementing a form for applications ', '-Implementing a website that allows users to track their requests. ', '-Extraction, transformation and download of data', '-Put in place a decision-making dashboard.', 'Environment : Google Forms, Google Sites, App Scripts, Data Studio']",creation of a decision-making solution to analyze workload and capacity in order to estimate the number of hires in the next 5 years for all departments of the Airbus helicopter client.,-Updating the Macro (VBA) of the various Excel files,"-Extraction, transformation and download of data",-Deployment of OLAP cubes,-Implementing dynamic decision-making relationships ,"Environment: Visual Basic for Applications (VBA), Excel, SAP PCB",unknown,"Implementation of a form for applications for the export control of Airbus helicopter, extraction of data and development of a dashboard in order to have a comprehensive and profound view of the analyses of the applications, their follow-up and their progress. ",-Implementing a form for applications ,-Implementing a website that allows users to track their requests. ,1.0
777,Business Intelligence Consultant,SQL Server Management StudioBusiness Intelligence (BI)SQLMicrosoft Power BISQL Server Integration Services (SSIS)Python (Programming Language),"['National Observatory Project:', 'Drafting of technical and functional specifications', 'Development of different data integration packages', 'Cadming', 'Pilotage']",National Observatory Project:,Drafting of technical and functional specifications,Development of different data integration packages,Cadming,Pilotage,unknown,unknown,unknown,unknown,unknown,2.0
