,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10
997,Back-end developer,EnglishPHPSQLPublic SpeakingCustomer ServiceJava,['Skills : Nova · Moneris · GitHub · Laravel · View.js · PHP · SQL'],Skills : Nova · Moneris · GitHub · Laravel · View.js · PHP · SQL,,,,,,,,,
998,Student,AngularEnjoy ChallengesCommunicationProblem SolvingTeamworkJavaFX,['unknown'],unknown,,,,,,,,,
999,Trainee,Project managementDBeaverTeamworkScrumDocker DesktopPostgreSQL,"['Development of authentication and dashboard to monitor and plan work orders.', 'Technologies used: Angular and SpringBoot.']",Development of authentication and dashboard to monitor and plan work orders.,Technologies used: Angular and SpringBoot.,,,,,,,,
1000,Product Manager,Cross-functional Team LeadershipProduct Lifecycle ManagementAgile product ownerStrategic RoadmapsJiraDigital Marketing,"['Development and own the vision and roadmap of the platform and management aspects', 'of our core product solutions.', '', 'Support lengther-term visions and plans for new products development (included Product Owner Agile responsibilities). Support launch of new products & features into new markets & segments.', '', 'Priority in agile mode, in order to deliver constant added value to the customer while optimizing engineering resources.', '', 'Raising government funding to create technological innovations', '', ""Member of the CyberEco team 'Your multi-sectoral reference in cybersecurity in Quebec and Canada'""]",Development and own the vision and roadmap of the platform and management aspects,of our core product solutions.,,Support lengther-term visions and plans for new products development (included Product Owner Agile responsibilities). Support launch of new products & features into new markets & segments.,,"Priority in agile mode, in order to deliver constant added value to the customer while optimizing engineering resources.",,Raising government funding to create technological innovations,,Member of the CyberEco team 'Your multi-sectoral reference in cybersecurity in Quebec and Canada'
1001,Software Engineer,ReactView.jsJavaReact.jsAngularSpring Boot,['Competencies : Java · React.js'],Competencies : Java · React.js,,,,,,,,,
1002,Business Intelligence Team Lead,"Extract, Transform, Load (ETL)Decision-making informaticsData WarehouseITILManagement services ITHP Asset Manager",['unknown'],unknown,,,,,,,,,
1003,Talent Acquisition Specialist,Team spiritRecruitmentHuman resources managementLabour lawEnglishLaw,"['INGENIANCE specializes in consulting and engineering in market finance, banking and insurance. Our consultants are involved in missions related to information systems and market finance within the major banking, financial and insurer groups in the Place de Paris.', '', 'Since 2012, INGENIANCE has grown between 25 and 40% per year. In 2022, we plan to recruit 160 staff (consultants and staff at headquarters).', '', 'If you are a computer engineer (data engineer, data scientist, developer C++, Java, C#, Python, Scala...), functional consultant (market finance, banking or insurance), project manager, PMO, Risk manager, Quant, Commando or professional of business functions or recruitment, internship or CDI.', '', ""I'm interested in your profile so let's meet""]","INGENIANCE specializes in consulting and engineering in market finance, banking and insurance. Our consultants are involved in missions related to information systems and market finance within the major banking, financial and insurer groups in the Place de Paris.",,"Since 2012, INGENIANCE has grown between 25 and 40% per year. In 2022, we plan to recruit 160 staff (consultants and staff at headquarters).",,"If you are a computer engineer (data engineer, data scientist, developer C++, Java, C#, Python, Scala...), functional consultant (market finance, banking or insurance), project manager, PMO, Risk manager, Quant, Commando or professional of business functions or recruitment, internship or CDI.",,I'm interested in your profile so let's meet,,,
1004,Trainee,unknownunknownunknownunknownunknownunknown,"['Internship in mobile development', 'Subject: Development of an application for log management  ', 'Technologies : React Native / MongoDB']",Internship in mobile development,Subject: Development of an application for log management  ,Technologies : React Native / MongoDB,,,,,,,
1005,Team Lead,ProgrammingLeadershipExpress.jsNode.jsProblem SolvingPython (Programming Language),['unknown'],unknown,,,,,,,,,
1006,Software Engineer ( Spring boot),JavaSpring FrameworkAngularSpring BootService-Oriented Architecture (SOA)Microservices,['unknown'],unknown,,,,,,,,,
1007,Research Engineer (PhD Candidate),Microsoft ExcelSolidWorksAutoCAD5SMicrosoft PowerPointMicrosoft Office,['unknown'],unknown,,,,,,,,,
1008,Director Africa,GPSSurveyingGeomaticsBusiness StrategyInternational SalesSale of solutions,['unknown'],unknown,,,,,,,,,
1009,unknown,Web developmentFull-stack developmentFront-end developmentCentOSUbuntuLinux,['unknown'],unknown,,,,,,,,,
1010,Managing Director,Start-upsWeb DevelopmentSEOAgile MethodologiesStrategySocial Media,['unknown'],unknown,,,,,,,,,
1011,Computer consultant,Project deploymentDevOpsReact.jsNode.jsMicroservicesGit,['unknown'],unknown,,,,,,,,,
1012,Head of the electromechanical department,EngineeringMatlabMicrosoft OfficeEngineeringCProject Management,['Skills: Automatic learning · Improvement of business processes · Pedagogical research · Python (programming language) · Agile methods'],Skills: Automatic learning · Improvement of business processes · Pedagogical research · Python (programming language) · Agile methods,,,,,,,,,
1013,Strategic Equity & Financing Advisory Support,Capital marketEquityFinancial MarketsDerivativesFinanceFixed income,['Skills : Capital market · Equity · Financial Markets · Derivatives'],Skills : Capital market · Equity · Financial Markets · Derivatives,,,,,,,,,
1014,Devops Engineer,JavaJava Enterprise EditionAnsibleGoogle Cloud Platform (GCP)Google Kubernetes Engine (GKE)Devops,"['• Build Cloud Native platforms based on Kubernetes, GKE, AWS', '• Automatic tasks by scripting and using CI/CD tools', '• Operating microservices from development to large scale production environments', '• Support development teams on Operations related to their software', '• Participant to cost optimisation, following FinOps approach']","• Build Cloud Native platforms based on Kubernetes, GKE, AWS",• Automatic tasks by scripting and using CI/CD tools,• Operating microservices from development to large scale production environments,• Support development teams on Operations related to their software,"• Participant to cost optimisation, following FinOps approach",,,,,
1015,Teacher-Trainer,Digital marketingStrategic communicationTraining and innovationMastering information and communication technologiesWorking as a teamPHP,['Skills: Training and innovation · Mastering information and communication technologies · Working as a team'],Skills: Training and innovation · Mastering information and communication technologies · Working as a team,,,,,,,,,
1016,IoT & Asset Management Consultant,PythonVisual Basic for Applications (VBA)Project managementARCGISAdobe PhotoshopInDesign,['unknown'],unknown,,,,,,,,,
1017,Technical Blockchain Team Leader,SolidarityNode.jsAngularReact.jsEngineeringAgile Methodologies,['unknown'],unknown,,,,,,,,,
1018,PMO SENIOR DIGITAL PROCESSATION,Project managementTeam managementE-commerceDigital marketingAgile methodsAgile project management,"['As part of the European research and innovation programme, GAEL Systems offers innovative software solutions to explore, process, control and distribute Earth observation data for prestigious customers such as space agencies (ESA, NASA, CNES), industry and aerospace service companies. In this context of strategic and international projects (DeepCube H2020, Digital Twin Earth) assumes multiple responsibilities.', '', '• Functional and operational piloting, allocation of resources, customer relations, AQP ', ""• Definition of architecture and roadmap IT in line with the company's objectives "", '• Planning and resource allocation ', '• Cross-sectional organization and steering of teams', '• Drafting and validation of functional deliverables', '• Reporting and monitoring of activities with CODIR', '• Methodological support and maintenance of structural frameworks', '• Optimization of Agile project methodology, coaching of team leaders and junior project leaders']","As part of the European research and innovation programme, GAEL Systems offers innovative software solutions to explore, process, control and distribute Earth observation data for prestigious customers such as space agencies (ESA, NASA, CNES), industry and aerospace service companies. In this context of strategic and international projects (DeepCube H2020, Digital Twin Earth) assumes multiple responsibilities.",,"• Functional and operational piloting, allocation of resources, customer relations, AQP ",• Definition of architecture and roadmap IT in line with the company's objectives ,• Planning and resource allocation ,• Cross-sectional organization and steering of teams,• Drafting and validation of functional deliverables,• Reporting and monitoring of activities with CODIR,• Methodological support and maintenance of structural frameworks,"• Optimization of Agile project methodology, coaching of team leaders and junior project leaders"
1019,Account Executive,NegotiationsLead generationBusiness-to-Business (BtoB)SaleStart-upHuman relations,"['We keep the commitments because we know how to pilot them.', '', ""EDWARD Suite is the Decision Platform designed for decision makers who need the right information at the right time to achieve the right arbitrations to ensure the success of the company's changes."", '', 'Whatever the activity or sector, projects experience real inflation in terms of the number of actors involved, the information involved and their cross-cutting nature. Capturing and processing the right useful and value-added information requires managing a growing amount of information in real time.', '', 'In this ocean of data generated by the projects, EDWARD Suite, Cockpit 360° of the General Directorate, allows to order, prioritize and share useful information, in real time, to make a decision.', '', 'EDWARD Suite is the Decision Management Platform for decision makers and their employees.', '', 'EDWARD Suite is a software suite designed and boosted by EGGERS Consulting / developed and maintained by EGGERS Digital (eggers-counsel.com)', '', 'edward-suite.com/en']",We keep the commitments because we know how to pilot them.,,EDWARD Suite is the Decision Platform designed for decision makers who need the right information at the right time to achieve the right arbitrations to ensure the success of the company's changes.,,"Whatever the activity or sector, projects experience real inflation in terms of the number of actors involved, the information involved and their cross-cutting nature. Capturing and processing the right useful and value-added information requires managing a growing amount of information in real time.",,"In this ocean of data generated by the projects, EDWARD Suite, Cockpit 360° of the General Directorate, allows to order, prioritize and share useful information, in real time, to make a decision.",,EDWARD Suite is the Decision Management Platform for decision makers and their employees.,
1020,Responsible for digital transformation,Quality controlProject managementMicrosoft ExcelIndustry 4.0Continuous improvementAutonomy,"['Pilot, set up and monitor process digitization project – setting up applications on KizeoForms ', '-Current status study and needs analysis', '-Modification of processes ', '-Provide customers with tailor-made and innovative solutions for optimising ', 'activities on the site.', '-Setting the form on KizeoForms ', '-Realize and participate in the test of the solution.', '-Accompaniment of teams and participation in the conduct of change.', '-Training and support for users.']","Pilot, set up and monitor process digitization project – setting up applications on KizeoForms ",-Current status study and needs analysis,-Modification of processes ,-Provide customers with tailor-made and innovative solutions for optimising ,activities on the site.,-Setting the form on KizeoForms ,-Realize and participate in the test of the solution.,-Accompaniment of teams and participation in the conduct of change.,-Training and support for users.,
