,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10
1030,Senior FQA Tester Lead,"['Microsoft Office', 'Management', 'Leadership', 'Writing', 'Project Management', 'Social Media']","['• Supervising the quality of the game\'s video games - Call of Duty: Modern Warfare 2"" - supervising the FQA test stage by managing the team\'s testers. ', '• Develop test plans and documentation and ensure that all marked bugs have been properly resolved by linking Lionbridge with stakeholders.  ', '• Manage project progress: assess staff, skills, quantity and type of work to be done. Set up and run bug yards (bug reviews) and provide all necessary documentation. ', '• Lead the discussions on the state of the bugs and the game in the test phase and collaborate in prioritizing the remaining problems to ensure that they are addressed and resolved.  ', '• Supervising staff: training, evaluating performance and, if necessary, discipline employees, and providing advice on division of labour. Support and support for some new QA testers.', '• Execute test cases accurately and efficiently.', '• Report bugs in a clear and concise manner, in accordance with project requirements.', '• Ensure customer satisfaction by providing constructive feedback to improve the quality of the game and the gaming experience.', '• To acquire knowledge on test methodologies and the video game market.', '• Be responsible for work and communication with other team members to provide consistent test cases.']","• Supervising the quality of the game's video games - Call of Duty: Modern Warfare 2"" - supervising the FQA test stage by managing the team's testers. ",• Develop test plans and documentation and ensure that all marked bugs have been properly resolved by linking Lionbridge with stakeholders.  ,"• Manage project progress: assess staff, skills, quantity and type of work to be done. Set up and run bug yards (bug reviews) and provide all necessary documentation. ",• Lead the discussions on the state of the bugs and the game in the test phase and collaborate in prioritizing the remaining problems to ensure that they are addressed and resolved.  ,"• Supervising staff: training, evaluating performance and, if necessary, discipline employees, and providing advice on division of labour. Support and support for some new QA testers.",• Execute test cases accurately and efficiently.,"• Report bugs in a clear and concise manner, in accordance with project requirements.",• Ensure customer satisfaction by providing constructive feedback to improve the quality of the game and the gaming experience.,• To acquire knowledge on test methodologies and the video game market.,• Be responsible for work and communication with other team members to provide consistent test cases.
1031,Full Stack Developer,"['Django', 'Java', 'Full Stack Js', 'Full stack', 'Video editing', 'Linux System Administration']",['unknown'],unknown,,,,,,,,,
1032,Electromechanic,"['Industrial electricity', 'Tyre', 'Electrical engineering', 'Electromechanical', 'Troubleshooting', 'Preventive maintenance']",['Skills : Industrial electricity · Pneumatics · Electromechanical · Troubleshooting · Preventive maintenance · Maintenance and repair'],Skills : Industrial electricity · Pneumatics · Electromechanical · Troubleshooting · Preventive maintenance · Maintenance and repair,,,,,,,,,
1033,Founder,"['Entrepreneurship', 'Strategy', 'Marketing Strategy', 'Team Building', 'Strategic Planning', 'Start-ups']","['Stealth mode sports nutrition company focus on natural and healthy, functional food and drink products, targeted to youth and young adults. Our patent-depending formulas will revolutionize what athletics put in their bodies for fuel and recovery. Targeted launch Q1, 2023.']","Stealth mode sports nutrition company focus on natural and healthy, functional food and drink products, targeted to youth and young adults. Our patent-depending formulas will revolutionize what athletics put in their bodies for fuel and recovery. Targeted launch Q1, 2023.",,,,,,,,,
1034,Senior Program Manager,"['Project Management', 'Agile Project Management', 'Project Planning', 'Business Intelligence', 'Data Warehousing', 'ETL']",['unknown'],unknown,,,,,,,,,
1035,Fullstack Web developer,"['redux', 'AWS Lambda', 'Microsoft SQL Server', 'JavaScript', 'Node.js', 'React.js']",['Skills : AWS Lambda · Angular'],Skills : AWS Lambda · Angular,,,,,,,,,
1036,Full Stack Developer,"['MySQL', 'Git', 'Symfony Framework', 'Scrum', 'View.js', 'symfony']","['- Maintenance of existing application B2B', '- Develop new modules for the B2B sales team ', '- Integrate and expose Api with SFR B2B partners', '- Develop automation and workflow management solutions', '- Migration of PHP code -> PHP5', '- Migration of the front part (Integration of Figma models)', '- Implementation of strategies for the migration of voluminous data.', '- Development of new micro-service projects in Symfony / Angular 14', '- Migrating modules on the B2B project ', '- Participate in the decomposition and implementation of the architecture of future projects.', '- Propose solutions to improve the user experience of the application', '- Testing and deployment']",- Maintenance of existing application B2B,- Develop new modules for the B2B sales team ,- Integrate and expose Api with SFR B2B partners,- Develop automation and workflow management solutions,- Migration of PHP code -> PHP5,- Migration of the front part (Integration of Figma models),- Implementation of strategies for the migration of voluminous data.,- Development of new micro-service projects in Symfony / Angular 14,- Migrating modules on the B2B project ,- Participate in the decomposition and implementation of the architecture of future projects.
1037,Development Team Member,"['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['Google Developer Student Clubs are university based community groups for students interested in Google developer technologies. Students from all undergraduate or graduate programs with an interest in growing as a developer are welcome. By joining a GDSC, students grow their knowledge in a peer-to-peer learning environment and build solutions for local businesses and their community.']","Google Developer Student Clubs are university based community groups for students interested in Google developer technologies. Students from all undergraduate or graduate programs with an interest in growing as a developer are welcome. By joining a GDSC, students grow their knowledge in a peer-to-peer learning environment and build solutions for local businesses and their community.",,,,,,,,,
1038,"Economic Intelligence, Digital & Innovation Project Manager EMEA ","['Innovation consulting', 'IOT', 'Digitalisation', 'Change management', 'International Project Management', 'Digital transformation']","['Objective: To create and coordinate an internal digital transformation consulting service bringing together all the approaches related to digital and new technologies.', '', '- Project management: Draft specifications related to GASP (The Procurement Directorate), initiate ""POCs"" and monitor ""Drivers"" projects in coordination with institutions and digital manufacturing. ', 'Examples: Training via 360°/3D virtual reality, Digitalization of security processes (work permits, audits, LOTOTO, etc.), IA, Digital Twin, IOT, Safety Drone and Inspection.', '', '- Audits and evaluations: To carry out audits/evaluations related to digital at the request of institutions.', '', '- Digital transformation: Diffusing digital culture in institutions as a ""digital champion"".', '', '- Complementary studies: To carry out, at the request of other departments of the DSEG (Directorate for Safety and Environment Group) various studies, particularly with the help of economic intelligence techniques.']",Objective: To create and coordinate an internal digital transformation consulting service bringing together all the approaches related to digital and new technologies.,,"- Project management: Draft specifications related to GASP (The Procurement Directorate), initiate ""POCs"" and monitor ""Drivers"" projects in coordination with institutions and digital manufacturing. ","Examples: Training via 360°/3D virtual reality, Digitalization of security processes (work permits, audits, LOTOTO, etc.), IA, Digital Twin, IOT, Safety Drone and Inspection.",,- Audits and evaluations: To carry out audits/evaluations related to digital at the request of institutions.,,"- Digital transformation: Diffusing digital culture in institutions as a ""digital champion"".",,"- Complementary studies: To carry out, at the request of other departments of the DSEG (Directorate for Safety and Environment Group) various studies, particularly with the help of economic intelligence techniques."
1039,Software Engineer,"['React.js', 'Node.js', 'JavaScript', 'PHP', 'Java', 'AngularJS']",['unknown'],unknown,,,,,,,,,
1040,Delegated Director-General,"['Management', 'Human resources', 'Communication', 'Human Resources', 'Conflict Resolution', 'Team management']",['unknown'],unknown,,,,,,,,,
1041,Advanced Manufacturing Technologies Manager,"['Process Engineering', 'Bilgisayarlı Sayısal Denetim (CNC)', 'Microsoft Word', 'Microsoft PowerPoint', 'English', 'Manufacturing Operations Management']",['Competencies: Microsoft Word · Microsoft PowerPoint · English · Manufacturing Operations Management · Data Science · Project Engineering · Engineering Design · Geometric Dimensioning & Tolerancing · Teamwork · Management · Research · Python (Programming Language) · Engineering · Manufacturing · Computer-Helped Design (CAD) · Machine Learning · Agile Project Management · Manufacturing Engineering · Additive Manufacturing · Project Management · Siemens Nx · Microsoft Office · Metal Cutting · CAM · Microsoft Excel · Outlook'],Competencies: Microsoft Word · Microsoft PowerPoint · English · Manufacturing Operations Management · Data Science · Project Engineering · Engineering Design · Geometric Dimensioning & Tolerancing · Teamwork · Management · Research · Python (Programming Language) · Engineering · Manufacturing · Computer-Helped Design (CAD) · Machine Learning · Agile Project Management · Manufacturing Engineering · Additive Manufacturing · Project Management · Siemens Nx · Microsoft Office · Metal Cutting · CAM · Microsoft Excel · Outlook,,,,,,,,,
